Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	6/156	2.582129e-01	4.752979e-01	0	0	1.421805e+00	1.925082e+00	STK11;DAXX;BRPF1;TOP3A;AKT1;CHD5
GO_Biological_Process_2021	cellular response to oxidative stress (GO:0034599)	5/125	2.597835e-01	4.752979e-01	0	0	1.480622e+00	1.995740e+00	FER;TMEM161A;KEAP1;AKT1;HMOX1
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	5/125	2.597835e-01	4.752979e-01	0	0	1.480622e+00	1.995740e+00	STXBP2;PSAP;PDGFB;TIMP1;CALM1
GO_Biological_Process_2021	regulation of embryonic development (GO:0045995)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	INSR;NR2C2
GO_Biological_Process_2021	regulation of microtubule-based process (GO:0032886)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	APC;BICD1
GO_Biological_Process_2021	regulation of mRNA processing (GO:0050684)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	SRPK3;SRPK1
GO_Biological_Process_2021	regulation of osteoclast differentiation (GO:0045670)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	IL4;CCL3
GO_Biological_Process_2021	regulation of receptor internalization (GO:0002090)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	ANKRD13D;INSR
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	STK11;CDIP1
GO_Biological_Process_2021	macrophage activation (GO:0042116)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	IL4;ITGB2
GO_Biological_Process_2021	negative regulation of DNA metabolic process (GO:0051053)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	ACVRL1;MSH6
GO_Biological_Process_2021	platelet aggregation (GO:0070527)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	HSPB1;METAP1
GO_Biological_Process_2021	positive regulation of mitotic nuclear division (GO:0045840)	2/36	2.598014e-01	4.752979e-01	0	0	2.088074e+00	2.814385e+00	INSR;PDGFB
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	8/221	2.626340e-01	4.752979e-01	0	0	1.335590e+00	1.785675e+00	PPP5C;MNT;POLR2A;CTR9;TFAM;PAF1;GTF2F1;IRF9
GO_Biological_Process_2021	protein oxidation (GO:0018158)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LOXL3
GO_Biological_Process_2021	alcohol catabolic process (GO:0046164)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	APOE
GO_Biological_Process_2021	pyrimidine nucleoside salvage (GO:0043097)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	UCK1
GO_Biological_Process_2021	pyrimidine-containing compound salvage (GO:0008655)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	UCK1
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	regulation of cytoplasmic transport (GO:1903649)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MAP2K1
GO_Biological_Process_2021	cellular response to interleukin-2 (GO:0071352)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	STAT5A
GO_Biological_Process_2021	regulation of histone exchange (GO:1900049)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	DAXX
GO_Biological_Process_2021	cellular response to UV-A (GO:0071492)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	TIMP1
GO_Biological_Process_2021	regulation of lymphocyte migration (GO:2000401)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	AKT1
GO_Biological_Process_2021	regulation of melanin biosynthetic process (GO:0048021)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CTNS
GO_Biological_Process_2021	regulation of mesenchymal cell proliferation (GO:0010464)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	SOX9
GO_Biological_Process_2021	regulation of microtubule-based movement (GO:0060632)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CCDC65
GO_Biological_Process_2021	regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	regulation of mRNA 3'-end processing (GO:0031440)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	PAF1
GO_Biological_Process_2021	DNA damage response, signal transduction resulting in transcription (GO:0042772)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	FOXM1
GO_Biological_Process_2021	regulation of pH (GO:0006885)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CLCN3
GO_Biological_Process_2021	regulation of phospholipase activity (GO:0010517)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	APOC2
GO_Biological_Process_2021	embryonic eye morphogenesis (GO:0048048)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	RARG
GO_Biological_Process_2021	ER-associated misfolded protein catabolic process (GO:0071712)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	UFD1
GO_Biological_Process_2021	regulation of stress-activated protein kinase signaling cascade (GO:0070302)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MAP2K1
GO_Biological_Process_2021	regulation of T-helper 2 cell cytokine production (GO:2000551)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	IL4
GO_Biological_Process_2021	glycerolipid metabolic process (GO:0046486)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	DGKQ
GO_Biological_Process_2021	Golgi inheritance (GO:0048313)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	GOLGA2
GO_Biological_Process_2021	response to corticosteroid (GO:0031960)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	GHRHR
GO_Biological_Process_2021	hepatocyte growth factor receptor signaling pathway (GO:0048012)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	HPN
GO_Biological_Process_2021	response to sterol (GO:0036314)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CCL3
GO_Biological_Process_2021	inositol phosphate biosynthetic process (GO:0032958)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	ITPKC
GO_Biological_Process_2021	interleukin-2-mediated signaling pathway (GO:0038110)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	STAT5A
GO_Biological_Process_2021	isotype switching (GO:0045190)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MSH6
GO_Biological_Process_2021	sphingomyelin metabolic process (GO:0006684)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	SMPD4
GO_Biological_Process_2021	lipoprotein biosynthetic process (GO:0042158)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	APOE
GO_Biological_Process_2021	lipoprotein localization (GO:0044872)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	UNC119
GO_Biological_Process_2021	T cell chemotaxis (GO:0010818)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CCL3
GO_Biological_Process_2021	T cell homeostasis (GO:0043029)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	AKT1
GO_Biological_Process_2021	telomere maintenance via recombination (GO:0000722)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	TEP1
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MTHFD2
GO_Biological_Process_2021	metanephric mesenchyme development (GO:0072075)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	SHH
GO_Biological_Process_2021	tryptophan catabolic process (GO:0006569)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	HAAO
GO_Biological_Process_2021	tryptophan metabolic process (GO:0006568)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	HAAO
GO_Biological_Process_2021	mitochondrial protein processing (GO:0034982)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	SPG7
GO_Biological_Process_2021	mitochondrial transcription (GO:0006390)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	TFAM
GO_Biological_Process_2021	myotube cell development (GO:0014904)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CAV2
GO_Biological_Process_2021	negative regulation of activated T cell proliferation (GO:0046007)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	negative regulation of lymphocyte migration (GO:2000402)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	AKT1
GO_Biological_Process_2021	negative regulation of natural killer cell mediated immunity (GO:0002716)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	negative regulation of nuclear division (GO:0051784)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	TOM1L2
GO_Biological_Process_2021	negative regulation of response to cytokine stimulus (GO:0060761)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MAPK7
GO_Biological_Process_2021	negative regulation of sprouting angiogenesis (GO:1903671)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	EPN2
GO_Biological_Process_2021	negative regulation of T-helper cell differentiation (GO:0045623)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	IL4
GO_Biological_Process_2021	positive regulation of bone resorption (GO:0045780)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	DEF8
GO_Biological_Process_2021	positive regulation of cellular respiration (GO:1901857)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	IL4
GO_Biological_Process_2021	positive regulation of DNA-dependent DNA replication (GO:2000105)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	DBF4
GO_Biological_Process_2021	positive regulation of histone exchange (GO:1900051)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	DAXX
GO_Biological_Process_2021	positive regulation of leukocyte apoptotic process (GO:2000108)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	positive regulation of phospholipid transport (GO:2001140)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	APOE
GO_Biological_Process_2021	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	STAT3
GO_Biological_Process_2021	positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	MAP2K1
GO_Biological_Process_2021	positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CDK12
GO_Biological_Process_2021	positive regulation of transforming growth factor beta production (GO:0071636)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	LGALS9
GO_Biological_Process_2021	positive regulation of triglyceride biosynthetic process (GO:0010867)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	NR1H3
GO_Biological_Process_2021	positive regulation of viral release from host cell (GO:1902188)	1/11	2.637965e-01	4.752979e-01	0	0	3.547628e+00	4.727488e+00	CAV2
GO_Biological_Process_2021	regulation of cellular catabolic process (GO:0031329)	3/65	2.642293e-01	4.757986e-01	0	0	1.718274e+00	2.286916e+00	PSAP;HSPB1;KEAP1
GO_Biological_Process_2021	negative regulation of cell growth (GO:0030308)	5/126	2.650007e-01	4.763499e-01	0	0	1.468309e+00	1.949949e+00	ACVRL1;TCHP;STK11;CDKN1B;ACVR1B
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	5/126	2.650007e-01	4.763499e-01	0	0	1.468309e+00	1.949949e+00	ACVRL1;TCHP;STK11;CDKN1B;ACVR1B
GO_Biological_Process_2021	phosphatidylinositol biosynthetic process (GO:0006661)	5/126	2.650007e-01	4.763499e-01	0	0	1.468309e+00	1.949949e+00	ITPKC;INPP5K;OCRL;PLEKHA3;PLEKHA8
GO_Biological_Process_2021	proteolysis (GO:0006508)	10/287	2.654196e-01	4.768240e-01	0	0	1.284234e+00	1.703464e+00	GGT5;NPEPPS;NCSTN;MMP14;FOLH1;HPN;SPG7;CTSE;GGT1;THOP1
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	6/158	2.674922e-01	4.799860e-01	0	0	1.402951e+00	1.850023e+00	TBL2;ATP6V1B2;EIF2AK4;TCIRG1;KPTN;ITFG2
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	6/158	2.674922e-01	4.799860e-01	0	0	1.402951e+00	1.850023e+00	EIF2B5;LCK;CD3G;LCP2;IKBKG;CD247
GO_Biological_Process_2021	anterograde axonal transport (GO:0008089)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	BLOC1S6;HSPB1
GO_Biological_Process_2021	regulation of actin cytoskeleton reorganization (GO:2000249)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	HCK;TEK
GO_Biological_Process_2021	regulation of p38MAPK cascade (GO:1900744)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	SPI1;LGALS9
GO_Biological_Process_2021	glutamine family amino acid metabolic process (GO:0009064)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	GGT1;PRODH
GO_Biological_Process_2021	lysosome localization (GO:0032418)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	FAM98A;DEF8
GO_Biological_Process_2021	tRNA transport (GO:0051031)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	RANBP2;TPR
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	CAV2;APOE
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	PDGFB;CCL3
GO_Biological_Process_2021	positive regulation of myeloid cell differentiation (GO:0045639)	2/37	2.700507e-01	4.820428e-01	0	0	2.028310e+00	2.655354e+00	STAT3;ACVR1B
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	4/96	2.703326e-01	4.822658e-01	0	0	1.544396e+00	2.020228e+00	LCK;HMOX1;SLC39A13;CP
GO_Biological_Process_2021	regulation of protein localization (GO:0032880)	3/66	2.716893e-01	4.838433e-01	0	0	1.690912e+00	2.203421e+00	TPR;TRIM25;DVL3
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	3/66	2.716893e-01	4.838433e-01	0	0	1.690912e+00	2.203421e+00	MATK;AKT1;SOX9
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	3/66	2.716893e-01	4.838433e-01	0	0	1.690912e+00	2.203421e+00	IL4;EBI3;IL12RB1
GO_Biological_Process_2021	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	5/128	2.755045e-01	4.849907e-01	0	0	1.444285e+00	1.861902e+00	RANBP2;PPP1CC;PCNT;KPNB1;SPC25
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	7/192	2.761830e-01	4.849907e-01	0	0	1.344989e+00	1.730586e+00	NOM1;RPS9;C1D;RPL13;UTP20;RPL8;SENP3
GO_Biological_Process_2021	protein ubiquitination (GO:0016567)	17/525	2.766292e-01	4.849907e-01	0	0	1.191578e+00	1.531269e+00	CRBN;UHRF1;UBE2C;CTR9;KEAP1;DTX2;NPEPPS;RNF114;RMND5A;KCTD10;HLTF;PEX5;MKRN2;TRIM25;PAF1;UBA1;THOP1
GO_Biological_Process_2021	positive regulation of catabolic process (GO:0009896)	3/67	2.791718e-01	4.849907e-01	0	0	1.664406e+00	2.123662e+00	CDKN1B;APC;SNF8
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	GRK5;SRI
GO_Biological_Process_2021	response to cAMP (GO:0051591)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	DGKQ;INPP5K
GO_Biological_Process_2021	sterol biosynthetic process (GO:0016126)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	INSIG2;LBR
GO_Biological_Process_2021	synaptic vesicle endocytosis (GO:0048488)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	SYT5;MX1
GO_Biological_Process_2021	ncRNA export from nucleus (GO:0097064)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	RANBP2;TPR
GO_Biological_Process_2021	positive regulation of potassium ion transport (GO:0043268)	2/38	2.802959e-01	4.849907e-01	0	0	1.971867e+00	2.508036e+00	KCNN1;KCNN3
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	5/129	2.807886e-01	4.849907e-01	0	0	1.432563e+00	1.819575e+00	DBF4;CDC45;DDX23;MCM5;MCM2
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	4/98	2.825679e-01	4.849907e-01	0	0	1.511380e+00	1.910137e+00	SEC24B;CTSE;AP2A2;AP1M1
GO_Biological_Process_2021	negative regulation of neuron death (GO:1901215)	4/98	2.825679e-01	4.849907e-01	0	0	1.511380e+00	1.910137e+00	AKT1;APOE;IKBKG;SNX6
GO_Biological_Process_2021	adipose tissue development (GO:0060612)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	DYRK1B
GO_Biological_Process_2021	purine nucleoside monophosphate biosynthetic process (GO:0009127)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	IMPDH1
GO_Biological_Process_2021	regulation of amyloid precursor protein catabolic process (GO:1902991)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	APOE
GO_Biological_Process_2021	ATP transport (GO:0015867)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	SLC25A42
GO_Biological_Process_2021	autophagy of peroxisome (GO:0030242)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	PEX5
GO_Biological_Process_2021	axonal fasciculation (GO:0007413)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	EPHB3
GO_Biological_Process_2021	C-terminal protein amino acid modification (GO:0018410)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	FOLH1
GO_Biological_Process_2021	calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	SYT5
GO_Biological_Process_2021	regulation of cholesterol esterification (GO:0010872)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	APOE
GO_Biological_Process_2021	regulation of chromatin binding (GO:0035561)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	MED25
GO_Biological_Process_2021	carnitine metabolic process (GO:0009437)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	CROT
GO_Biological_Process_2021	cell cycle checkpoint signaling (GO:0000075)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	PRCC
GO_Biological_Process_2021	regulation of dendritic cell differentiation (GO:2001198)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	LGALS9
GO_Biological_Process_2021	cellular response to fluid shear stress (GO:0071498)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	MAPK7
GO_Biological_Process_2021	cellular response to growth hormone stimulus (GO:0071378)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	STAT3
GO_Biological_Process_2021	regulation of histone H3-K9 methylation (GO:0051570)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	DNMT1
GO_Biological_Process_2021	cellular response to thyroid hormone stimulus (GO:0097067)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	BRD8
GO_Biological_Process_2021	chromatin assembly or disassembly (GO:0006333)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	CHAF1A
GO_Biological_Process_2021	regulation of MHC class II biosynthetic process (GO:0045346)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	IL4
GO_Biological_Process_2021	regulation of muscle system process (GO:0090257)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	SRI
GO_Biological_Process_2021	regulation of myoblast fusion (GO:1901739)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	IL4
GO_Biological_Process_2021	regulation of oxidative stress-induced cell death (GO:1903201)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	UBQLN1
GO_Biological_Process_2021	early endosome to Golgi transport (GO:0034498)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	TRAPPC10
GO_Biological_Process_2021	regulation of plasminogen activation (GO:0010755)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	HPN
GO_Biological_Process_2021	endoplasmic reticulum membrane organization (GO:0090158)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	LPCAT3
GO_Biological_Process_2021	energy coupled proton transport, down electrochemical gradient (GO:0015985)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	VPS9D1
GO_Biological_Process_2021	epithelial cell-cell adhesion (GO:0090136)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	JUP
GO_Biological_Process_2021	regulation of pseudopodium assembly (GO:0031272)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	APC
GO_Biological_Process_2021	regulation of sensory perception (GO:0051931)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	CCL3
GO_Biological_Process_2021	regulation of sister chromatid cohesion (GO:0007063)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	AXIN2
GO_Biological_Process_2021	exit from mitosis (GO:0010458)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	UBE2C
GO_Biological_Process_2021	eye photoreceptor cell differentiation (GO:0001754)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	STAT3
GO_Biological_Process_2021	regulation of triglyceride catabolic process (GO:0010896)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	APOC2
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell migration (GO:1904752)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	PDGFB
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell action potential (GO:0098911)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	JUP
GO_Biological_Process_2021	Golgi localization (GO:0051645)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	TBCCD1
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	PRODH
GO_Biological_Process_2021	macrophage chemotaxis (GO:0048246)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	CCL3
GO_Biological_Process_2021	microtubule anchoring (GO:0034453)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	BICD1
GO_Biological_Process_2021	microtubule anchoring at microtubule organizing center (GO:0072393)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	BICD1
GO_Biological_Process_2021	mitochondrial genome maintenance (GO:0000002)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	TOP3A
GO_Biological_Process_2021	very-low-density lipoprotein particle assembly (GO:0034379)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	LPCAT3
GO_Biological_Process_2021	negative regulation by host of viral process (GO:0044793)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	EIF2AK4
GO_Biological_Process_2021	negative regulation of cilium assembly (GO:1902018)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	TCHP
GO_Biological_Process_2021	negative regulation of glucose transmembrane transport (GO:0010829)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	INPP5K
GO_Biological_Process_2021	negative regulation of heart contraction (GO:0045822)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	SRI
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	APOE
GO_Biological_Process_2021	negative regulation of histone acetylation (GO:0035067)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	SPI1
GO_Biological_Process_2021	negative regulation of leukocyte apoptotic process (GO:2000107)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	AXL
GO_Biological_Process_2021	negative regulation of leukocyte chemotaxis (GO:0002689)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	DDT
GO_Biological_Process_2021	negative regulation of oxidoreductase activity (GO:0051354)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	OXA1L
GO_Biological_Process_2021	negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	STAT3
GO_Biological_Process_2021	negative regulation of receptor internalization (GO:0002091)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	ANKRD13D
GO_Biological_Process_2021	nucleoside salvage (GO:0043174)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	UCK1
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	1/12	2.840164e-01	4.849907e-01	0	0	3.224950e+00	4.059320e+00	AKT2
